,Gender,Age,Income,Holding Period,Debt Amount,First Time Investing,Credit Score,Education Level,Investment Amount,Crypto Output
798,Female,60+,"130,000+",Intraday Trader,"$50,000-99,999",Yes,630-689,Bachelors,"150,000+",0
799,Other,40-59,"20,000-49,000",Scalp Trader,"100,000-149,999",Not sure,720-850,Bachelors,"$1,000-79,999",0
800,Other,60+,"20,000-49,000",Swing Trader,"$50,000-99,999",Yes,690-719,Bachelors,"$80,000-149,999",2
801,Male,18-39,"90,000-109,999",Intraday Trader,"100,000-149,999",Not sure,690-719,Bachelors,"$80,000-149,999",0
802,Female,18-39,"130,000+",Scalp Trader,"$10,000-49,999",Yes,630-689,Bachelors,"$80,000-149,999",2
803,Other,60+,"20,000-49,000",Position Trader,"$50,000-99,999",Not sure,630-689,Masters,"$1,000-79,999",2
804,Female,60+,"90,000-109,999",Intraday Trader,"100,000-149,999",Not sure,690-719,PhD,"$1,000-79,999",2
805,Other,60+,"110,000-129,999",Scalp Trader,"$150,000+",Yes,630-689,Bachelors,"$1,000-79,999",2
806,Male,18-39,"20,000-49,000",Swing Trader,"$150,000+",Yes,690-719,Bachelors,"$1,000-79,999",0
807,Female,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",Yes,690-719,Masters,"$1,000-79,999",2
808,Female,18-39,"130,000+",Swing Trader,"$150,000+",Yes,720-850,High School,"150,000+",2
809,Male,18-39,"20,000-49,000",One Day,"$10,000-49,999",No,690-719,PhD,"$1,000-79,999",2
810,Male,60+,"50,000-69,999",Swing Trader,"$10,000-49,999",No,690-719,Bachelors,"$1,000-79,999",2
811,Female,60+,"110,000-129,999",Swing Trader,"100,000-149,999",Not sure,300-629,Bachelors,"150,000+",0
812,Other,40-59,"50,000-69,999",Intraday Trader,"$150,000+",Yes,300-629,Masters,"$80,000-149,999",2
813,Male,18-39,"20,000-49,000",Intraday Trader,"$50,000-99,999",Yes,720-850,Bachelors,"150,000+",2
814,Female,40-59,"90,000-109,999",Intraday Trader,"$150,000+",Not sure,720-850,PhD,"$80,000-149,999",2
815,Male,40-59,"50,000-69,999",Swing Trader,"$50,000-99,999",No,630-689,PhD,"$1,000-79,999",2
816,Male,40-59,"20,000-49,000",Scalp Trader,"$10,000-49,999",No,300-629,PhD,"$80,000-149,999",2
817,Male,40-59,"130,000+",Position Trader,"100,000-149,999",Yes,300-629,Bachelors,"$1,000-79,999",0
818,Female,18-39,"20,000-49,000",One Day,"$10,000-49,999",No,720-850,High School,"$80,000-149,999",1
819,Female,60+,"110,000-129,999",Intraday Trader,"$150,000+",No,720-850,Masters,"$80,000-149,999",1
820,Female,18-39,"130,000+",One Day,"$150,000+",No,720-850,PhD,"$1,000-79,999",2
821,Male,40-59,"130,000+",Scalp Trader,"$150,000+",No,720-850,PhD,"$80,000-149,999",2
822,Female,60+,"20,000-49,000",One Day,"$150,000+",Yes,300-629,Masters,"150,000+",2
823,Male,18-39,"50,000-69,999",One Day,"100,000-149,999",No,720-850,Bachelors,"$80,000-149,999",0
824,Female,60+,"20,000-49,000",Scalp Trader,"$10,000-49,999",Yes,690-719,Bachelors,"$1,000-79,999",0
825,Female,18-39,"130,000+",Position Trader,"100,000-149,999",No,630-689,Bachelors,"$80,000-149,999",2
826,Female,40-59,"130,000+",Swing Trader,"$10,000-49,999",Yes,690-719,Bachelors,"$1,000-79,999",0
827,Male,40-59,"90,000-109,999",Scalp Trader,"$150,000+",Not sure,720-850,Masters,"$80,000-149,999",0
828,Female,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",Yes,300-629,High School,"$1,000-79,999",1
829,Female,60+,"20,000-49,000",Intraday Trader,"$50,000-99,999",Yes,630-689,Masters,"$1,000-79,999",0
830,Female,40-59,"90,000-109,999",Intraday Trader,"$150,000+",No,300-629,Bachelors,"150,000+",2
831,Female,18-39,"50,000-69,999",Intraday Trader,"$50,000-99,999",Yes,690-719,Bachelors,"$80,000-149,999",1
832,Male,60+,"50,000-69,999",One Day,"$150,000+",No,630-689,Masters,"$80,000-149,999",0
833,Male,18-39,"20,000-49,000",Swing Trader,"$150,000+",No,300-629,High School,"$80,000-149,999",2
834,Female,40-59,"20,000-49,000",Scalp Trader,"$10,000-49,999",Yes,690-719,Bachelors,"150,000+",0
835,Other,18-39,"70,000-89,999",Intraday Trader,"100,000-149,999",No,720-850,High School,"$1,000-79,999",0
836,Male,40-59,"90,000-109,999",Scalp Trader,"$10,000-49,999",No,690-719,Masters,"$1,000-79,999",0
837,Female,18-39,"90,000-109,999",Scalp Trader,"100,000-149,999",No,300-629,High School,"$1,000-79,999",1
838,Female,40-59,"130,000+",Intraday Trader,"$50,000-99,999",No,300-629,Bachelors,"$80,000-149,999",2
839,Female,60+,"20,000-49,000",Swing Trader,"100,000-149,999",Not sure,690-719,PhD,"$1,000-79,999",2
840,Male,40-59,"110,000-129,999",Position Trader,"$10,000-49,999",No,300-629,Masters,"150,000+",0
841,Male,40-59,"110,000-129,999",Position Trader,"$150,000+",Yes,690-719,Masters,"150,000+",0
842,Male,60+,"90,000-109,999",Position Trader,"100,000-149,999",No,630-689,PhD,"$1,000-79,999",2
843,Other,60+,"70,000-89,999",Intraday Trader,"$150,000+",Yes,690-719,Bachelors,"$1,000-79,999",2
844,Other,40-59,"130,000+",Position Trader,"$50,000-99,999",No,690-719,Masters,"$1,000-79,999",1
845,Female,40-59,"130,000+",Intraday Trader,"$50,000-99,999",No,720-850,High School,"$1,000-79,999",0
846,Female,40-59,"20,000-49,000",Scalp Trader,"$150,000+",Yes,630-689,PhD,"150,000+",0
847,Male,60+,"130,000+",Swing Trader,"$150,000+",Yes,720-850,Bachelors,"$80,000-149,999",2
848,Female,40-59,"20,000-49,000",Position Trader,"100,000-149,999",Yes,630-689,High School,"$1,000-79,999",2
849,Male,18-39,"90,000-109,999",Intraday Trader,"$150,000+",Not sure,300-629,High School,"$80,000-149,999",0
850,Other,40-59,"90,000-109,999",Position Trader,"100,000-149,999",Not sure,630-689,Masters,"$1,000-79,999",0
851,Female,60+,"130,000+",Scalp Trader,"$10,000-49,999",Yes,720-850,PhD,"$1,000-79,999",2
852,Female,18-39,"70,000-89,999",Position Trader,"100,000-149,999",Yes,300-629,High School,"$1,000-79,999",2
853,Male,60+,"20,000-49,000",Swing Trader,"$50,000-99,999",No,300-629,Bachelors,"$80,000-149,999",0
854,Female,60+,"90,000-109,999",One Day,"$150,000+",No,690-719,PhD,"$80,000-149,999",2
855,Other,40-59,"20,000-49,000",Swing Trader,"$50,000-99,999",Yes,630-689,PhD,"150,000+",2
856,Other,18-39,"70,000-89,999",One Day,"$50,000-99,999",No,690-719,PhD,"$1,000-79,999",2
857,Female,18-39,"130,000+",Scalp Trader,"$150,000+",Not sure,720-850,Bachelors,"$1,000-79,999",0
858,Male,60+,"130,000+",Scalp Trader,"$150,000+",No,300-629,Masters,"$1,000-79,999",2
859,Female,18-39,"20,000-49,000",Swing Trader,"$50,000-99,999",No,630-689,Bachelors,"$1,000-79,999",2
860,Female,18-39,"110,000-129,999",One Day,"100,000-149,999",Not sure,630-689,High School,"$80,000-149,999",2
861,Female,40-59,"130,000+",Intraday Trader,"$10,000-49,999",Yes,300-629,Masters,"$80,000-149,999",2
862,Female,18-39,"130,000+",Position Trader,"$50,000-99,999",Not sure,690-719,Bachelors,"150,000+",0
863,Female,60+,"50,000-69,999",Intraday Trader,"$150,000+",Yes,630-689,Masters,"150,000+",2
864,Other,18-39,"70,000-89,999",One Day,"100,000-149,999",Not sure,720-850,PhD,"$1,000-79,999",0
865,Female,40-59,"130,000+",One Day,"$150,000+",No,300-629,Bachelors,"150,000+",2
866,Female,40-59,"110,000-129,999",One Day,"100,000-149,999",Not sure,720-850,Bachelors,"$80,000-149,999",1
867,Other,18-39,"90,000-109,999",Scalp Trader,"$150,000+",No,690-719,Bachelors,"150,000+",2
868,Male,40-59,"110,000-129,999",One Day,"100,000-149,999",Yes,720-850,High School,"$1,000-79,999",1
869,Other,40-59,"50,000-69,999",Intraday Trader,"100,000-149,999",No,300-629,Masters,"$1,000-79,999",2
870,Male,60+,"20,000-49,000",Position Trader,"$50,000-99,999",Not sure,630-689,PhD,"150,000+",1
871,Male,40-59,"110,000-129,999",Position Trader,"100,000-149,999",No,690-719,Bachelors,"$1,000-79,999",1
872,Female,40-59,"50,000-69,999",One Day,"$50,000-99,999",Yes,630-689,Masters,"$80,000-149,999",2
873,Male,40-59,"70,000-89,999",Position Trader,"100,000-149,999",Not sure,630-689,High School,"$80,000-149,999",1
874,Female,40-59,"90,000-109,999",One Day,"$10,000-49,999",Yes,300-629,High School,"$1,000-79,999",1
875,Male,40-59,"110,000-129,999",One Day,"$50,000-99,999",Yes,690-719,Masters,"$80,000-149,999",2
876,Male,40-59,"50,000-69,999",Intraday Trader,"$150,000+",No,720-850,Masters,"$1,000-79,999",1
877,Male,18-39,"130,000+",Intraday Trader,"$10,000-49,999",Not sure,300-629,Masters,"$1,000-79,999",2
878,Female,60+,"70,000-89,999",One Day,"$50,000-99,999",Yes,720-850,Masters,"$80,000-149,999",2
879,Female,40-59,"90,000-109,999",Scalp Trader,"$150,000+",Not sure,720-850,Masters,"$80,000-149,999",2
880,Female,60+,"130,000+",Intraday Trader,"$10,000-49,999",Yes,630-689,Masters,"150,000+",2
881,Male,18-39,"90,000-109,999",Position Trader,"$50,000-99,999",No,690-719,High School,"150,000+",2
882,Female,40-59,"50,000-69,999",Position Trader,"$10,000-49,999",Yes,630-689,High School,"$1,000-79,999",2
883,Male,60+,"90,000-109,999",Scalp Trader,"$150,000+",Not sure,690-719,Bachelors,"$1,000-79,999",0
884,Female,40-59,"90,000-109,999",Scalp Trader,"$10,000-49,999",Yes,630-689,PhD,"$1,000-79,999",0
885,Female,60+,"70,000-89,999",Position Trader,"$50,000-99,999",Yes,690-719,Masters,"$80,000-149,999",1
886,Female,40-59,"110,000-129,999",Position Trader,"100,000-149,999",No,720-850,Masters,"150,000+",2
887,Male,40-59,"130,000+",Position Trader,"$150,000+",Yes,690-719,Bachelors,"$1,000-79,999",0
888,Female,60+,"70,000-89,999",Scalp Trader,"$50,000-99,999",Not sure,690-719,Bachelors,"$1,000-79,999",2
889,Female,18-39,"20,000-49,000",One Day,"$50,000-99,999",No,720-850,Masters,"150,000+",2
890,Male,60+,"90,000-109,999",Scalp Trader,"$50,000-99,999",Not sure,720-850,Bachelors,"$1,000-79,999",2
891,Female,60+,"50,000-69,999",Scalp Trader,"100,000-149,999",No,720-850,PhD,"150,000+",0
892,Female,18-39,"20,000-49,000",Scalp Trader,"$150,000+",No,720-850,PhD,"150,000+",2
893,Female,18-39,"110,000-129,999",Scalp Trader,"$50,000-99,999",No,630-689,High School,"$80,000-149,999",2
894,Other,18-39,"50,000-69,999",Scalp Trader,"$50,000-99,999",Yes,630-689,High School,"$80,000-149,999",2
895,Female,60+,"110,000-129,999",Swing Trader,"$150,000+",No,630-689,Bachelors,"$1,000-79,999",0
896,Female,18-39,"70,000-89,999",Position Trader,"$50,000-99,999",Not sure,300-629,Bachelors,"$80,000-149,999",2
897,Female,60+,"50,000-69,999",Scalp Trader,"$50,000-99,999",Yes,300-629,Bachelors,"$1,000-79,999",1
898,Other,18-39,"50,000-69,999",Scalp Trader,"$150,000+",No,630-689,PhD,"$80,000-149,999",1
899,Female,60+,"20,000-49,000",Intraday Trader,"100,000-149,999",Yes,720-850,Bachelors,"$80,000-149,999",0
900,Male,18-39,"90,000-109,999",Intraday Trader,"$150,000+",No,300-629,PhD,"$1,000-79,999",1
901,Other,40-59,"130,000+",Position Trader,"$10,000-49,999",Yes,630-689,Bachelors,"$1,000-79,999",2
902,Male,60+,"20,000-49,000",Position Trader,"$10,000-49,999",No,630-689,Masters,"$1,000-79,999",2
903,Other,40-59,"20,000-49,000",Scalp Trader,"$150,000+",Yes,690-719,High School,"$80,000-149,999",0
904,Female,40-59,"90,000-109,999",One Day,"100,000-149,999",Not sure,690-719,Masters,"$1,000-79,999",2
905,Female,40-59,"110,000-129,999",Scalp Trader,"$150,000+",No,720-850,Masters,"$80,000-149,999",2
906,Other,40-59,"110,000-129,999",One Day,"100,000-149,999",No,690-719,Masters,"$80,000-149,999",1
907,Male,40-59,"50,000-69,999",Position Trader,"100,000-149,999",No,720-850,Bachelors,"$1,000-79,999",2
908,Female,18-39,"20,000-49,000",Position Trader,"$50,000-99,999",Yes,690-719,PhD,"150,000+",0
909,Male,18-39,"70,000-89,999",Swing Trader,"100,000-149,999",Not sure,690-719,PhD,"$80,000-149,999",0
910,Female,18-39,"50,000-69,999",Intraday Trader,"$150,000+",Not sure,720-850,Bachelors,"$80,000-149,999",2
911,Male,18-39,"20,000-49,000",Position Trader,"$150,000+",Yes,300-629,Masters,"150,000+",2
912,Female,40-59,"110,000-129,999",Position Trader,"$10,000-49,999",No,630-689,PhD,"150,000+",0
913,Other,60+,"130,000+",Swing Trader,"$10,000-49,999",No,630-689,PhD,"$1,000-79,999",2
914,Other,18-39,"70,000-89,999",One Day,"100,000-149,999",No,690-719,Bachelors,"$80,000-149,999",2
915,Female,18-39,"50,000-69,999",Swing Trader,"$50,000-99,999",No,690-719,High School,"$80,000-149,999",2
916,Female,40-59,"90,000-109,999",One Day,"100,000-149,999",Not sure,630-689,PhD,"$1,000-79,999",0
917,Female,40-59,"130,000+",Position Trader,"100,000-149,999",Not sure,690-719,Bachelors,"$1,000-79,999",2
918,Female,40-59,"110,000-129,999",Position Trader,"100,000-149,999",No,720-850,High School,"150,000+",2
919,Female,60+,"110,000-129,999",Scalp Trader,"$150,000+",Not sure,690-719,Bachelors,"150,000+",2
920,Male,60+,"70,000-89,999",Position Trader,"$50,000-99,999",Yes,690-719,PhD,"$1,000-79,999",1
921,Female,60+,"110,000-129,999",One Day,"$150,000+",Yes,690-719,Bachelors,"150,000+",0
922,Male,40-59,"50,000-69,999",Scalp Trader,"$10,000-49,999",No,690-719,High School,"$1,000-79,999",0
923,Female,40-59,"50,000-69,999",Position Trader,"$50,000-99,999",Yes,300-629,Masters,"$80,000-149,999",0
924,Female,40-59,"110,000-129,999",One Day,"$150,000+",No,720-850,High School,"$1,000-79,999",2
925,Female,18-39,"130,000+",One Day,"$150,000+",No,720-850,Masters,"150,000+",1
926,Other,60+,"50,000-69,999",One Day,"$150,000+",Yes,300-629,Bachelors,"$80,000-149,999",1
927,Female,18-39,"50,000-69,999",Scalp Trader,"$150,000+",No,630-689,PhD,"$1,000-79,999",0
928,Female,60+,"20,000-49,000",Intraday Trader,"100,000-149,999",Yes,690-719,Bachelors,"$80,000-149,999",2
929,Male,60+,"70,000-89,999",Intraday Trader,"$150,000+",Yes,690-719,High School,"150,000+",2
930,Male,60+,"50,000-69,999",Scalp Trader,"$50,000-99,999",Not sure,630-689,Masters,"$1,000-79,999",2
931,Female,18-39,"90,000-109,999",One Day,"$10,000-49,999",No,720-850,PhD,"$1,000-79,999",0
932,Male,18-39,"110,000-129,999",Position Trader,"100,000-149,999",Yes,690-719,Masters,"$1,000-79,999",2
933,Male,40-59,"20,000-49,000",One Day,"$50,000-99,999",Yes,300-629,Masters,"$80,000-149,999",0
934,Female,60+,"20,000-49,000",Scalp Trader,"100,000-149,999",Yes,690-719,Masters,"150,000+",2
935,Other,40-59,"130,000+",One Day,"100,000-149,999",No,630-689,PhD,"$1,000-79,999",0
936,Male,60+,"70,000-89,999",Scalp Trader,"100,000-149,999",No,300-629,PhD,"$1,000-79,999",2
937,Female,18-39,"90,000-109,999",Intraday Trader,"100,000-149,999",Yes,630-689,High School,"$1,000-79,999",0
938,Female,40-59,"130,000+",Position Trader,"$150,000+",Yes,300-629,Bachelors,"$80,000-149,999",2
939,Female,60+,"110,000-129,999",One Day,"$50,000-99,999",Not sure,300-629,High School,"$80,000-149,999",1
940,Male,40-59,"50,000-69,999",Swing Trader,"$150,000+",Not sure,690-719,Masters,"$80,000-149,999",1
941,Male,18-39,"20,000-49,000",Scalp Trader,"$150,000+",Yes,720-850,Bachelors,"$1,000-79,999",2
942,Female,40-59,"90,000-109,999",One Day,"$10,000-49,999",Yes,720-850,High School,"150,000+",2
943,Female,18-39,"50,000-69,999",One Day,"$150,000+",Not sure,300-629,PhD,"$1,000-79,999",0
944,Male,40-59,"20,000-49,000",Scalp Trader,"100,000-149,999",Yes,720-850,Bachelors,"$80,000-149,999",0
945,Female,18-39,"110,000-129,999",Position Trader,"$50,000-99,999",No,630-689,PhD,"150,000+",0
946,Male,18-39,"70,000-89,999",One Day,"$10,000-49,999",Yes,630-689,High School,"150,000+",1
947,Male,40-59,"90,000-109,999",Intraday Trader,"$50,000-99,999",No,630-689,High School,"150,000+",0
948,Male,40-59,"110,000-129,999",Position Trader,"$150,000+",Yes,690-719,PhD,"$1,000-79,999",1
949,Female,60+,"130,000+",Position Trader,"$150,000+",Yes,690-719,PhD,"150,000+",2
950,Female,18-39,"90,000-109,999",Scalp Trader,"$50,000-99,999",Yes,690-719,High School,"$1,000-79,999",0
951,Female,60+,"50,000-69,999",Intraday Trader,"$50,000-99,999",Yes,300-629,Masters,"$80,000-149,999",0
952,Male,60+,"20,000-49,000",One Day,"$50,000-99,999",Yes,630-689,Masters,"$1,000-79,999",0
953,Male,40-59,"20,000-49,000",Swing Trader,"$150,000+",No,690-719,Bachelors,"$80,000-149,999",2
954,Male,18-39,"50,000-69,999",One Day,"$150,000+",No,720-850,Bachelors,"$80,000-149,999",0
955,Male,18-39,"110,000-129,999",Position Trader,"$150,000+",Yes,630-689,Bachelors,"$1,000-79,999",2
956,Female,40-59,"110,000-129,999",One Day,"$150,000+",Not sure,720-850,High School,"$1,000-79,999",2
957,Female,40-59,"50,000-69,999",One Day,"$150,000+",No,630-689,Bachelors,"$1,000-79,999",2
958,Male,40-59,"20,000-49,000",Swing Trader,"$150,000+",No,720-850,Masters,"$1,000-79,999",0
959,Female,40-59,"50,000-69,999",Intraday Trader,"100,000-149,999",No,630-689,PhD,"$1,000-79,999",2
960,Other,60+,"90,000-109,999",Intraday Trader,"$50,000-99,999",Yes,630-689,High School,"$80,000-149,999",0
961,Other,60+,"110,000-129,999",Scalp Trader,"100,000-149,999",No,690-719,Masters,"$80,000-149,999",2
962,Female,60+,"90,000-109,999",One Day,"$10,000-49,999",No,690-719,Bachelors,"$1,000-79,999",0
963,Other,60+,"50,000-69,999",Scalp Trader,"$150,000+",Yes,630-689,Masters,"$1,000-79,999",1
964,Male,40-59,"90,000-109,999",One Day,"$150,000+",No,690-719,Masters,"150,000+",2
965,Male,60+,"50,000-69,999",One Day,"$150,000+",Not sure,690-719,PhD,"$1,000-79,999",0
966,Female,40-59,"110,000-129,999",One Day,"$50,000-99,999",Not sure,300-629,Masters,"$80,000-149,999",1
967,Male,40-59,"130,000+",One Day,"$150,000+",Yes,690-719,Bachelors,"150,000+",1
968,Other,18-39,"90,000-109,999",Scalp Trader,"$150,000+",No,720-850,PhD,"$80,000-149,999",1
969,Female,40-59,"90,000-109,999",Scalp Trader,"$150,000+",No,720-850,PhD,"$1,000-79,999",0
970,Female,18-39,"50,000-69,999",Swing Trader,"$10,000-49,999",No,630-689,High School,"$1,000-79,999",0
971,Other,18-39,"130,000+",Scalp Trader,"$50,000-99,999",No,690-719,PhD,"150,000+",1
972,Female,18-39,"130,000+",Scalp Trader,"$10,000-49,999",No,720-850,High School,"150,000+",0
973,Other,40-59,"110,000-129,999",One Day,"$150,000+",Yes,300-629,Bachelors,"$80,000-149,999",1
974,Male,18-39,"90,000-109,999",One Day,"100,000-149,999",Yes,300-629,PhD,"$1,000-79,999",2
975,Male,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",Yes,720-850,Masters,"$80,000-149,999",1
976,Male,18-39,"50,000-69,999",Swing Trader,"100,000-149,999",No,630-689,Masters,"$1,000-79,999",0
977,Female,18-39,"70,000-89,999",One Day,"100,000-149,999",Yes,690-719,Bachelors,"$80,000-149,999",0
978,Male,60+,"50,000-69,999",Scalp Trader,"100,000-149,999",Yes,690-719,Bachelors,"$80,000-149,999",0
979,Female,40-59,"70,000-89,999",Swing Trader,"$150,000+",Not sure,630-689,PhD,"$80,000-149,999",2
980,Male,18-39,"90,000-109,999",Scalp Trader,"$150,000+",No,630-689,PhD,"$80,000-149,999",1
981,Male,40-59,"50,000-69,999",Intraday Trader,"$150,000+",Not sure,720-850,PhD,"$1,000-79,999",0
982,Other,60+,"50,000-69,999",Position Trader,"$50,000-99,999",No,690-719,Bachelors,"$80,000-149,999",0
983,Male,60+,"20,000-49,000",Swing Trader,"$150,000+",Not sure,690-719,Bachelors,"$1,000-79,999",2
984,Female,18-39,"50,000-69,999",One Day,"$10,000-49,999",Yes,720-850,Masters,"$1,000-79,999",2
985,Female,18-39,"70,000-89,999",One Day,"$150,000+",Not sure,630-689,Masters,"$80,000-149,999",1
986,Female,60+,"70,000-89,999",Intraday Trader,"$150,000+",Yes,630-689,Bachelors,"150,000+",0
987,Male,18-39,"130,000+",One Day,"$150,000+",Not sure,300-629,Bachelors,"150,000+",2
988,Other,18-39,"130,000+",Position Trader,"100,000-149,999",Not sure,630-689,PhD,"$1,000-79,999",2
989,Other,18-39,"70,000-89,999",Position Trader,"100,000-149,999",Not sure,630-689,Masters,"150,000+",2
990,Other,60+,"130,000+",One Day,"$50,000-99,999",No,300-629,PhD,"150,000+",2
991,Male,40-59,"50,000-69,999",Intraday Trader,"$150,000+",No,630-689,High School,"$80,000-149,999",2
992,Female,40-59,"90,000-109,999",One Day,"$150,000+",Not sure,300-629,Bachelors,"$1,000-79,999",2
993,Male,60+,"70,000-89,999",Scalp Trader,"100,000-149,999",No,630-689,Masters,"$80,000-149,999",2
994,Female,60+,"130,000+",Intraday Trader,"$150,000+",Yes,690-719,Masters,"$1,000-79,999",0
995,Other,40-59,"130,000+",Scalp Trader,"$50,000-99,999",Yes,720-850,Bachelors,"$80,000-149,999",2
996,Male,18-39,"50,000-69,999",Swing Trader,"100,000-149,999",Not sure,630-689,Bachelors,"$80,000-149,999",0
997,Female,60+,"70,000-89,999",One Day,"$50,000-99,999",Yes,630-689,Masters,"$80,000-149,999",0
998,Male,18-39,"20,000-49,000",Position Trader,"$150,000+",Not sure,720-850,Masters,"150,000+",0
999,Female,60+,"90,000-109,999",Scalp Trader,"$50,000-99,999",No,720-850,PhD,"$80,000-149,999",2
